Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Dracula,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Fathom,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Frogger,Int_b,Parker Brothers,Parker Bros.,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Happy Trails,Int_b,Activision,Activision,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Ice Trek,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Kool-Aid Man,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Lady Bug,Int_b,Coleco,Coleco,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Loco-Motion,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Masters of the Universe: The Power of He-Man,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Melody Blaster,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Mind Strike,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Mission X,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Motocross,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Mr. Basic Meets Bits 'N Bytes,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Nova Blast,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
The Activision Decathlon,2600_b,Activision,Activision,,,,,0.55m,0.52m,0.03m,,0.01m,1/1/1983,,0.55,,0.55,0.55,
Action Force,2600_b,CPG Products,Parker Bros.,,,,,0.54m,0.50m,0.03m,,0.01m,1/1/1983,,0.54,,0.54,0.54,
Popeye,2600_b,Parker Bros.,Parker Bros.,,,,,0.54m,0.50m,0.03m,,0.01m,1/1/1983,,0.54,,0.54,0.54,
Pac-Man,Int_b,Atarisoft,Atari,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Pinball,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,10/14/2018,#VALUE!,,0,0,
Popeye,Int_b,Parker Brothers,Parker Bros.,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Q*bert,Int_b,Parker Brothers,Parker Bros.,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
River Raid,Int_b,Activision,Activision,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Safecracker,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Scooby Doo's Maze Chase,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Sewer Sam,Int_b,Interphase,Interphase,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Star Wars: The Empire Strikes Back,Int_b,Parker Brothers,Parker Bros.,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Super Cobra,Int_b,Parker Brothers,Parker Bros.,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
The Dreadnaught Factor,Int_b,Activision,Cheshire Engineering,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
The Jetsons' Way With Words,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
RealSports Tennis,2600_b,Atari,Atari,,,,,0.50m,0.46m,0.03m,,0.01m,1/1/1983,,0.50,,0.50,0.5,
Gauntlet,2600_b,Answer Software,Answer Software,,,,,0.50m,0.46m,0.03m,,0.01m,1/1/1983,,0.50,,0.50,0.5,
Congo Bongo,2600_b,Sega,Sega,,,,,0.40m,0.37m,0.02m,,0.00m,1/1/1983,,0.40,,0.40,0.4,
Bump 'n' Jump,2600_b,Mattel Interactive,Mattel,,,,,0.39m,0.37m,0.02m,,0.00m,1/1/1983,,0.39,,0.39,0.39,
Gravitar,2600_b,Atari,Atari,,,,,0.38m,0.35m,0.02m,,0.00m,1/1/1983,,0.38,,0.38,0.38,
Alien's Return,2600_b,ITT Family Games,Gem International Corporation,,,,,0.34m,0.32m,0.02m,,0.00m,1/1/1983,,0.34,,0.34,0.34,
Bank Heist,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,0.34m,0.32m,0.02m,,0.00m,1/1/1983,,0.34,,0.34,0.34,
Frankenstein's Monster,2600_b,Data Age,Data Age,,,,,0.32m,0.30m,0.02m,,0.00m,1/1/1983,,0.32,,0.32,0.32,
Mountain King,2600_b,CBS Electronics,CBS Electronics,,,,,0.31m,0.29m,0.02m,,0.00m,1/1/1983,,0.31,,0.31,0.31,
Polaris,2600_b,Tigervision,Taito,,,,,0.28m,0.26m,0.02m,,0.00m,1/1/1983,,0.28,,0.28,0.28,
Mr. Do!,2600_b,Coleco,Coleco,,,,,0.27m,0.26m,0.02m,,0.00m,1/1/1983,,0.27,,0.27,0.27,
Porky's,2600_b,20th Century Fox Video Games,Dunhill Electronic Media Corp,,,,,0.25m,0.23m,0.01m,,0.00m,1/1/1983,,0.25,,0.25,0.25,
Assault,2600_b,Bomb,Bomb,,,,,0.22m,0.21m,0.01m,,0.00m,1/1/1983,,0.22,,0.22,0.22,
Death Trap,2600_b,Avalon Interactive,Avalon Hill,,,,,0.17m,0.15m,0.01m,,0.00m,1/1/1983,,0.17,,0.17,0.17,
Pressure Cooker,2600_b,Activision,Activision,,,,,0.15m,0.14m,0.01m,,0.00m,1/1/1983,,0.15,,0.15,0.15,
Krull,2600_b,Atari,Atari,,,,,0.14m,0.13m,0.01m,,0.00m,1/1/1983,,0.14,,0.14,0.14,
Suspended,PC_b,Infocom,"Infocom, Inc.",,,,0.10m,,,,,,1/1/1983,,#VALUE!,,0,0,
The Witness,PC_b,Infocom,"Infocom, Inc.",,,,0.08m,,,,,,1/1/1983,,#VALUE!,,0,0,
Enchanter,PC_b,Infocom,"Infocom, Inc.",,,,0.07m,,,,,,1/1/1983,,#VALUE!,,0,0,
Blue Max,All_b,U.S. Gold,Synapse Software,,,,0.06m,,,,,,1/1/1983,6/24/2023,#VALUE!,,0,0,
K-Razy Shoot-out,5200_b,CBS Electronics,Kay Enterprises Co.,,,,0.04m,,,,,,1/1/1983,,#VALUE!,,0,0,
Infidel,PC_b,Infocom,"Infocom, Inc.",,,,0.01m,,,,,,1/1/1983,,#VALUE!,,0,0,
Alpha Beam with Ernie,2600_b,Atari,"Children's Computer Workshop, Inc.",,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Artillery Duel,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Aufruhr im Zoo,2600_b,Quelle,Quelle,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Berenstain Bears,2600_b,Coleco,Coleco,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Berzerk,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Big Bird's Egg Catch,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Blue Print,5200_b,CBS Electronics,Solitaire Group,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Blue Print,2600_b,CBS Electronics,CBS Electronics,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Bobby is Going Home,2600_b,Bit Corporation,Bit Corporation,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Boing!,2600_b,First Star Software,First Star Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Buck Rogers: Planet of Zoom,2600_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Bumper Bash,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Cakewalk,2600_b,"CommaVid, Inc.","CommaVid, Inc.",,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Castle Wolfenstein,PC_b,Muse Software,Muse Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Centipede (1983),PC_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Chase the Chuckwagon,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Chuck Norris Superkicks,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Condor Attack,2600_b,Unknown,Ultravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Congo Bongo,PC_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Cookie Monster Munch,2600_b,Atari,"Children's Computer Workshop, Inc.",,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Dancing Plates,2600_b,Bit Corporation,Quelle,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Defender,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Demolition Herby,2600_b,Unknown,Telesys,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Dice Puzzle,2600_b,Panda Entertainment,Panda Entertainment,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Dig Dug,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Dig Dug,PC_b,Atari,Namco,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Dishaster,2600_b,Unknown,Zimag,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Donkey Kong,PC_b,Atari,Nintendo,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Artillery Duel / Ghost Manor,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Artillery Duel / Super Kung-Fu,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Chuck Norris Superkicks / Ghost Manor,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Chuck Norris Superkicks / Spike's Peak,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Chuck Norris Superkicks/Artillery Duel,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,1/7/2018,#VALUE!,,0,0,
Double-Ender: Robin Hood / Sir Lancelot,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Double-Ender: Spike's Peak/Artillery Duel,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,1/8/2018,#VALUE!,,0,0,
Double-Ender: Spike's Peak/Ghost Manor,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,1/7/2018,#VALUE!,,0,0,
Double-Ender: Super Kung-Fu/Robin Hood,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,1/7/2018,#VALUE!,,0,0,
Double-Ender: Tomarc the Barbarian / Motocross Racer,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Exocet,2600_b,Panda Entertainment,Panda Entertainment,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Fathom,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Fire Fly,2600_b,Mythicon,Mythicon,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
White Water!,Int_b,Imagic,Imagic,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
World Series Major League Baseball,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Worm Whomper,Int_b,Activision,Cheshire Engineering,,,,,,,,,,1/1/1983,1/14/2018,#VALUE!,,0,0,
Zaxxon,Int_b,Coleco,Coleco,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Plaque Attack,2600_b,Activision,Activision,,,,,,,,,,2/22/1983,,#VALUE!,,0,0,
Nobunaga's Ambition,Series_b,KOEI,Koei,,,,10.20m,,,,,,3/1/1983,2/14/2020,#VALUE!,,0,0,
Texas Chainsaw Massacre,2600_b,Unknown,Wizard Video Games,,,,,,,,,,3/14/1983,,#VALUE!,,0,0,
Robot Tank,2600_b,Activision,Activision,,,,,,,,,,3/24/1983,,#VALUE!,,0,0,
Donkey Kong Junior,CV_b,Coleco,Nintendo,,,,,,,,,,5/1/1983,10/13/2020,#VALUE!,,0,0,
Looping,CV_b,Coleco,Video Games GmbH,,,,,,,,,,5/3/1983,10/18/2021,#VALUE!,,0,0,
Crackpots,2600_b,Activision,Activision,,,,,,,,,,5/16/1983,,#VALUE!,,0,0,
Miner 2049er Volume II,2600_b,Tigervision,Tigervision,,,,,,,,,,6/1/1983,,#VALUE!,,0,0,
Astro Chase,5200_b,Parker Bros.,First Star Software,,,,,,,,,,6/1/1983,,#VALUE!,,0,0,
Beamrider,5200_b,Activision,Cheshire Engineering,,,,,,,,,,6/1/1983,,#VALUE!,,0,0,
Buck Rogers: Planet of Zoom,5200_b,Sega,Sega,,,,,,,,,,6/1/1983,,#VALUE!,,0,0,
Mr. Do!,CV_b,Coleco,Universal,,,,,,,,,,6/7/1983,9/18/2020,#VALUE!,,0,0,
Lode Runner,All_b,Broderbund,Douglas E. Smith,,,,0.30m,,,,,,6/23/1983,4/7/2022,#VALUE!,,0,0,
Planetfall,Series_b,Infocom,"Infocom, Inc.",,,,0.10m,,,,,,7/8/1983,12/21/2020,#VALUE!,,0,0,
Planetfall,PC_b,Infocom,"Infocom, Inc.",,,,0.08m,,,,,,7/8/1983,,#VALUE!,,0,0,
Super Mario,Series_b,Nintendo,Nintendo,,,,402.36m,,,,,,7/20/1983,2/20/2020,#VALUE!,,0,0,
Popeye,CV_b,Parker Brothers,Nintendo,,,,,,,,,,8/2/1983,10/18/2021,#VALUE!,,0,0,
Enchanter,Series_b,Infocom,"Infocom, Inc.",,,,0.16m,,,,,,8/10/1983,12/28/2020,#VALUE!,,0,0,
Frostbite,2600_b,Activision,Activision,,,,,0.34m,0.32m,0.02m,,0.00m,8/14/1983,,0.34,,0.34,0.34,
Snail Against Squirrel,2600_b,Bit Corporation,Bit Corporation,,,,,,,,,,8/20/1983,,#VALUE!,,0,0,
Ultima III: Exodus,All_b,Origin Systems,Origin Systems,,,,0.12m,,,,,,8/23/1983,3/15/2021,#VALUE!,,0,0,
Mahjong,NES_b,Nintendo,Nintendo,,,,2.14m,,,,,,8/27/1983,,#VALUE!,,0,0,
Q*bert,CV_b,Parker Brothers,Gottlieb,,,,,,,,,,9/6/1983,10/18/2021,#VALUE!,,0,0,
Pitfall II: Lost Caverns,2600_b,Activision,Activision,,,,,1.31m,1.22m,0.07m,,0.02m,9/16/1983,,1.31,,1.31,1.31,
Private Eye,2600_b,Activision,Activision,,,,,,,,,,9/19/1983,,#VALUE!,,0,0,
Mario Bros.,2600_b,Atari,Atari,,,,,1.59m,1.48m,0.09m,,0.02m,10/1/1983,,1.59,,1.59,1.59,
Mario Bros.,5200_b,Atari,Atari,,,,,,,,,,10/1/1983,,#VALUE!,,0,0,
B.C.'s Quest for Tires,CV_b,Sierra Online,Sydney Development,,,,,,,,,,11/1/1983,10/18/2021,#VALUE!,,0,0,
Popeye no Eigo Asobi,NES_b,Nintendo,Nintendo,,,,,,,,,,11/22/1983,,#VALUE!,,0,0,
Dolphin,2600_b,Activision,Activision,,,,,0.29m,0.27m,0.02m,,0.00m,12/27/1983,,0.29,,0.29,0.29,
F-15 Strike Eagle,All_b,Microprose,MicroProse,,,,1.50m,,,,,,1/1/1984,4/22/2021,#VALUE!,,0,0,
Jr. Pac-Man,2600_b,Atari,General Entertainment,,,,,0.78m,0.72m,0.05m,,0.01m,1/1/1984,,0.78,,0.78,0.78,
Crystal Castles,2600_b,Atari,Atari,,,,,0.77m,0.72m,0.04m,,0.01m,1/1/1984,,0.77,,0.77,0.77,
Frogger II: Threeedeep!,5200_b,Parker Bros.,Parker Brothers,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Ghostbusters,C64_b,Activision,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Ghostbusters,ApII_b,Activision,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Gyruss,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Gyruss,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
H.E.R.O.,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Impossible Mission,C64_b,Epyx,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
James Bond 007,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Jumpman,PC_b,IBM,Epyx,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Keystone Kapers,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
King's Quest,PC_b,Sierra Online,"Sierra On-Line, Inc.",,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Meteorites,5200_b,Unknown,Electra,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Montezuma's Revenge featuring Panama Joe,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Motocross Racer,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Mountain King,5200_b,CBS Electronics,CBS Electronics,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Mr. Do!'s Castle,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Name This Game,2600_b,US Games,US Games,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Pitfall II: Lost Caverns,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Pitfall II: Lost Caverns,PC_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Pole Position,C64_b,Atari,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Q*bert's Qubes,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Quest For Quintana Roo,2600_b,Sunrise Interactive,Sunrise Software Inc.,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Quest for Quintana Roo,5200_b,Sunrise Interactive,Sunrise Software Inc.,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Questprobe Featuring The Hulk,PC_b,Unknown,Adventure International,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Quink,PC_b,Unknown,Ron Dubren and Associates,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Rescue on Fractalus,5200_b,Atari,Atari,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
River Patrol,2600_b,Tigervision,Tigervision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
River Raid,PC_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Roc'N Rope,2600_b,Coleco,Coleco,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Space Shuttle,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Stargate,2600_b,Atari,Atari,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
The Activision Decathlon,C64_b,Activision,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
The Activision Decathlon,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,1/6/2018,#VALUE!,,0,0,
The Ancient Art of War,PC_b,Broderbund,Evryware,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
The Lords of Midnight,ACPC_b,Beyond Software,Unknown,,,,,,,,,,1/1/1984,1/6/2018,#VALUE!,,0,0,
The Lords of Midnight,ZXS_b,Unknown,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
The Lords of Midnight,C64_b,Beyond Software,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
The Seven Cities of Gold,PC_b,Electronic Arts,Ozark Softscape,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Thunder Force,PC_b,TechnoSoft,"TechnoSoft Co., Ltd.",,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Track & Field,2600_b,Atari,Konami,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Up 'n Down,2600_b,Sega,Sega,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Vanguard,5200_b,Atari,Atari,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Wanted: Monty Mole,ZXS_b,Gremlin Graphics,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Wanted: Monty Mole,C64_b,Gremlin Graphics,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Wizardry: Proving Grounds of the Mad Overlord,PC_b,Sirtech,"Sirtech Software, Inc.",,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Zenji,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Zone Ranger,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Montezuma's Revenge,All_b,Parker Brothers,Utopia Software,,,,0.60m,,,,,,1/1/1984,6/24/2023,#VALUE!,,0,0,
Midnight Magic,2600_b,Atari,Atari,,,,,0.50m,0.47m,0.03m,,0.01m,1/1/1984,,0.50,,0.50,0.5,
Millipede,2600_b,Atari,Atari,,,,,0.48m,0.45m,0.03m,,0.01m,1/1/1984,,0.48,,0.48,0.48,
Gremlins,2600_b,Atari,Atari,,,,,0.46m,0.43m,0.03m,,0.00m,1/1/1984,,0.46,,0.46,0.46,
Pengo,2600_b,Atari,Atari,,,,,0.40m,0.38m,0.02m,,0.00m,1/1/1984,,0.40,,0.40,0.4,
The Hitchhiker's Guide to the Galaxy,PC_b,Infocom,"Infocom, Inc.",,,,0.40m,,,,,,1/1/1984,,#VALUE!,,0,0,
Frogger II: Threeedeep!,2600_b,Parker Bros.,Parker Bros,,,,,0.33m,0.31m,0.02m,,0.00m,1/1/1984,,0.33,,0.33,0.33,
Mr. Do!'s Castle,2600_b,Parker Bros.,Parker Bros,,,,,0.17m,0.15m,0.01m,,0.00m,1/1/1984,,0.17,,0.17,0.17,
Mindshadow,All_b,Activision,Interplay Productions,,,,0.10m,,,,,,1/1/1984,9/29/2022,#VALUE!,,0,0,
The Dam Busters,All_b,Accolade,Sydney Development,,,,0.10m,,,,,,1/1/1984,4/23/2022,#VALUE!,,0,0,
Cutthroats,PC_b,Infocom,"Infocom, Inc.",,,,0.08m,,,,,,1/1/1984,,#VALUE!,,0,0,
Gemstone,Series_b,Strategic Simulations,Paradigm Creators,,,,0.06m,,,,,,1/1/1984,3/25/2021,#VALUE!,,0,0,
Suspect,PC_b,Infocom,"Infocom, Inc.",,,,0.05m,,,,,,1/1/1984,,#VALUE!,,0,0,
Gemstone Warrior,All_b,Strategic Simulations,Paradigm Creators,,,,0.05m,,,,,,1/1/1984,3/24/2021,#VALUE!,,0,0,
Sorcerer,PC_b,Infocom,"Infocom, Inc.",,,,0.05m,,,,,,1/1/1984,,#VALUE!,,0,0,
Seastalker,PC_b,Infocom,"Infocom, Inc.",,,,0.04m,,,,,,1/1/1984,,#VALUE!,,0,0,
Adventureland,PC_b,Unknown,Adventure International / Scott Adams,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Alien,ZXS_b,Sega-AM7,Concept Software,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Alien,C64_b,Sega-AM7,Unknown,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Below the Root,PC_b,Unknown,Telarium,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Beyond Castle Wolfenstein,PC_b,Muse Software,Muse Software,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Boulder Dash,PC_b,First Star Software,First Star Software,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Bounty Bob Strikes Back!,5200_b,Big Five Software,Big Five Software,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Bruce Lee,PC_b,Unknown,"Datasoft, inc",,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Choplifter!,5200_b,Atari,Atari,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Congo Bongo,5200_b,Sega,Sega,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Cosmic Corridor,2600_b,Unknown,Zimag,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Countermeasure,5200_b,Atari,Atari,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Decathlon,5200_b,Activision,Activision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Door Door,PC_b,Enix,"Chunsoft Co., Ltd.",,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Espial,2600_b,Tigervision,Tigervision,,,,,,,,,,1/1/1984,,#VALUE!,,0,0,
Beamrider,2600_b,Activision,Activision,,,,,0.27m,0.26m,0.01m,,0.00m,1/24/1984,,0.27,,0.27,0.27,
Boulder Dash,All_b,First Star Software,Data East,,,,0.50m,,,,,,3/1/1984,9/30/2022,#VALUE!,,0,0,
Ballblazer,5200_b,Atari,Lucasfilm Games,,,,,,,,,,3/1/1984,,#VALUE!,,0,0,
Gateway to Apshai,CV_b,Epyx,Epyx,,,,,,,,,,3/6/1984,10/18/2021,#VALUE!,,0,0,
H.E.R.O.,2600_b,Activision,Activision,,,,,,,,,,3/23/1984,,#VALUE!,,0,0,
King's Quest,Series_b,Sierra Online,On-Line Systems,,,,7.00m,,,,,,5/10/1984,4/2/2021,#VALUE!,,0,0,
Root Beer Tapper,CV_b,Coleco,Bally Midway,,,,,,,,,,6/1/1984,10/27/2021,#VALUE!,,0,0,
Bump 'n' Jump,CV_b,Coleco,Data East,,,,,,,,,,6/5/1984,10/18/2021,#VALUE!,,0,0,
Nuts & Milk,NES_b,Hudson Soft,Hudson Soft,,,,,,,,,,7/28/1984,,#VALUE!,,0,0,
Galaxian,NES_b,Namco,Namco,,,,,,,,,,9/7/1984,,#VALUE!,,0,0,
Elite,Series_b,Imagineer,David Braben,,,,6.40m,,,,,,9/20/1984,1/19/2021,#VALUE!,,0,0,
Elite,All_b,Acornsoft,David Braben,,,,1.00m,,,,,,9/20/1984,1/19/2021,#VALUE!,,0,0,
Elite,Aco_b,Frontier Developments Inc.,Unknown,,,,,,,,,,9/20/1984,,#VALUE!,,0,0,
Elite,BBCM_b,Frontier Developments Inc.,Unknown,,,,,,,,,,9/20/1984,,#VALUE!,,0,0,
Ghostbusters,All_b,Activision,Activision,,,,,,,,,,10/26/1984,8/11/2023,#VALUE!,,0,0,
Ghostbusters,Series_b,Activision,Activision,,,,,,,,,,10/26/1984,8/11/2023,#VALUE!,,0,0,
F1 Race,NES_b,Nintendo,Nintendo,,,,1.52m,,,,,,11/2/1984,,#VALUE!,,0,0,
4 Nin uchi Mahjong,NES_b,Nintendo,Hudson Soft,,,,1.45m,,,,,,11/2/1984,,#VALUE!,,0,0,
Cosmic Commuter,2600_b,Activision,Activision,,,,,,,,,,11/9/1984,,#VALUE!,,0,0,
